1,1,121.33,333.12,135.94,60.49000000000001,1,1,1.0
1,2,730.32,265.83,75.43999999999994,42.81999999999999,1,1,1.0
2,1,97.14,336.93,138.64999999999998,61.71999999999997,1,1,1.0
2,3,209.69,252.24,96.50999999999999,39.420000000000016,1,1,1.0
2,2,717.12,267.97,75.82000000000005,42.81999999999999,1,1,1.0
3,1,72.94,340.73,141.38,62.95999999999998,1,1,1.0
3,3,209.68,252.27,96.50999999999999,39.41999999999999,1,1,1.0
3,2,703.91,270.1,76.22000000000003,42.81999999999999,1,1,1.0
4,1,48.75,344.54,144.1,64.18,1,1,1.0
4,3,209.66,252.3,96.51000000000002,39.420000000000016,1,1,1.0
4,2,690.71,272.24,76.59999999999991,42.81999999999999,1,1,1.0
5,1,24.55,348.34,146.82,65.42000000000002,1,1,1.0
5,3,209.65,252.33,96.51000000000002,39.41999999999999,1,1,1.0
5,2,677.51,274.38,76.98000000000002,42.81999999999999,1,1,1.0
6,1,0.35,352.15,149.55,66.65000000000003,1,1,1.0
6,3,209.63,252.36,96.50999999999999,39.41999999999996,1,1,1.0
6,2,664.31,276.51,77.37,42.81999999999999,1,1,1.0
7,1,0.52,354.36,124.06,66.64999999999998,1,1,1.0
7,3,209.62,252.39,96.50999999999999,39.420000000000016,1,1,1.0
7,2,651.1,278.65,77.75999999999999,42.82000000000005,1,1,1.0
8,1,0.69,356.57,98.56,66.65000000000003,1,1,1.0
8,3,209.6,252.42,96.52000000000001,39.41999999999999,1,1,1.0
8,2,637.9,280.79,78.13999999999999,42.81,1,1,1.0
9,1,0.86,358.78,73.07000000000001,66.65000000000003,1,1,1.0
9,3,209.59,252.44,96.51000000000002,39.43000000000001,1,1,1.0
9,2,621.57,282.89,80.58999999999992,43.629999999999995,1,1,1.0
10,1,1.03,360.99,47.57,66.64999999999998,1,1,1.0
10,3,209.57,252.47,96.51999999999998,39.42999999999998,1,1,1.0
10,2,605.24,285.0,83.02999999999997,44.44,1,1,1.0
11,1,1.03,360.99,24.47,66.64999999999998,1,1,1.0
11,3,209.56,252.5,96.50999999999999,39.420000000000016,1,1,1.0
11,2,588.91,287.11,85.48000000000002,45.25,1,1,1.0
12,3,209.54,252.53,96.52000000000001,39.41999999999999,1,1,1.0
12,2,572.57,289.21,87.92999999999995,46.06999999999999,1,1,1.0
13,3,209.53,252.56,96.51000000000002,39.420000000000016,1,1,1.0
13,2,556.24,291.32,90.38,46.879999999999995,1,1,1.0
14,3,209.51,252.59,96.51999999999998,39.41999999999999,1,1,1.0
14,2,539.91,293.43,92.82000000000005,47.69,1,1,1.0
15,3,209.5,252.62,96.50999999999999,39.420000000000016,1,1,1.0
15,2,523.58,295.53,95.25999999999999,48.51000000000005,1,1,1.0
16,3,209.48,252.65,96.52000000000001,39.41999999999999,1,1,1.0
